"ID","CodigoEstacion","CodigoSensor","FechaObservacion","ValorObservado","NombreEstacion","Departamento","Municipio","ZonaHidrografica","Latitud","Longitud","DescripcionSensor","UnidadMedida"
1,21205710,27,"2023 Sep 14 06:00:00 AM","97","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
2,21205012,27,"2023 Oct 08 04:00:00 AM","94","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
3,21205710,27,"2023 Sep 18 03:00:00 AM","93","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
4,21205710,27,"2023 Sep 16 06:00:00 AM","92","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
5,21205710,27,"2023 Sep 13 03:00:00 AM","97","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
6,21205710,27,"2023 Sep 28 07:00:00 PM","94","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
7,21205012,27,"2023 Sep 20 07:00:00 AM","88","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
8,21205710,27,"2023 Sep 30 08:00:00 AM","73","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
9,21205710,27,"2023 Sep 21 07:00:00 AM","99","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
10,21205710,27,"2023 Sep 16 11:00:00 PM","75","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
11,21205012,27,"2023 Sep 15 10:00:00 PM","69","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
12,21205710,27,"2023 Oct 02 11:00:00 PM","98","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
13,21205710,27,"2023 Oct 07 01:00:00 PM","44","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
14,21205710,27,"2023 Sep 21 12:00:00 PM","43","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
15,21205012,27,"2023 Sep 17 03:00:00 AM","88","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
16,21205710,27,"2023 Oct 01 12:00:00 PM","55","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
17,21205710,27,"2023 Sep 14 04:00:00 AM","96","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
18,21205710,27,"2023 Sep 26 06:00:00 PM","79","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
19,21205012,27,"2023 Sep 22 03:00:00 PM","55","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
20,21205012,27,"2023 Sep 24 02:00:00 AM","89","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
21,21205710,27,"2023 Oct 01 07:00:00 AM","86","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
22,21205012,27,"2023 Sep 28 07:00:00 AM","92","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
23,21205710,27,"2023 Sep 19 08:00:00 PM","79","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
24,21205710,27,"2023 Sep 13 09:00:00 PM","86","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
25,21205710,27,"2023 Sep 13 10:00:00 AM","52","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
26,21205710,27,"2023 Sep 17 09:00:00 AM","74","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
27,21205710,27,"2023 Sep 23 03:00:00 AM","99","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
28,21205012,27,"2023 Sep 23 11:00:00 PM","89","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
29,21205012,27,"2023 Sep 17 08:00:00 AM","74","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
30,21205710,27,"2023 Sep 24 08:00:00 PM","80","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
31,21205012,27,"2023 Sep 24 06:00:00 PM","65","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
32,21205710,27,"2023 Sep 18 06:00:00 PM","75","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
33,21205710,27,"2023 Sep 25 09:00:00 PM","87","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
34,21205012,27,"2023 Sep 26 02:00:00 PM","64","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
35,21205012,27,"2023 Sep 22 02:00:00 AM","92","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
36,21205710,27,"2023 Sep 17 01:00:00 PM","62","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
37,21205710,27,"2023 Sep 26 05:00:00 AM","98","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
38,21205710,27,"2023 Sep 13 11:00:00 AM","50","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
39,21205710,27,"2023 Oct 06 09:00:00 AM","74","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
40,21205710,27,"2023 Sep 26 10:00:00 AM","55","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
41,21205710,27,"2023 Sep 20 06:00:00 AM","98","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
42,21205012,27,"2023 Sep 22 04:00:00 PM","86","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
43,21205710,27,"2023 Sep 28 11:00:00 AM","44","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
44,21205012,27,"2023 Sep 15 06:00:00 PM","50","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
45,21205710,27,"2023 Sep 25 04:00:00 PM","61","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
46,21205710,27,"2023 Sep 18 11:00:00 PM","92","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
47,21205012,27,"2023 Sep 27 04:00:00 PM","82","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
48,21205012,27,"2023 Sep 26 12:00:00 PM","46","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
49,21205710,27,"2023 Sep 22 03:00:00 AM","96","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
50,21205710,27,"2023 Sep 29 08:00:00 AM","97","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
51,21205710,27,"2023 Sep 25 12:00:00 AM","85","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
52,21205012,27,"2023 Sep 25 05:00:00 AM","92","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
53,21205710,27,"2023 Sep 15 04:00:00 AM","86","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
54,21205012,27,"2023 Sep 18 04:00:00 AM","84","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
55,21205710,27,"2023 Oct 04 02:00:00 PM","59","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
56,21205710,27,"2023 Sep 29 12:00:00 PM","50","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
57,21205710,27,"2023 Oct 08 02:00:00 PM","59","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
58,21205012,27,"2023 Sep 24 08:00:00 PM","71","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
59,21205710,27,"2023 Sep 19 06:00:00 AM","85","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
60,21205012,27,"2023 Sep 20 05:00:00 AM","99","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
61,21205710,27,"2023 Sep 20 02:00:00 PM","60","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
62,21205710,27,"2023 Sep 15 11:00:00 PM","79","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
63,21205012,27,"2023 Oct 06 06:00:00 PM","93","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
64,21205012,27,"2023 Oct 05 05:00:00 AM","93","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
65,21205012,27,"2023 Sep 21 02:00:00 PM","38","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
66,21205710,27,"2023 Oct 08 06:00:00 AM","93","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
67,21205710,27,"2023 Oct 03 09:00:00 AM","68","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
68,21205710,27,"2023 Sep 30 01:00:00 AM","95","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
69,21205710,27,"2023 Oct 08 09:00:00 PM","91","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
70,21205710,27,"2023 Sep 22 10:00:00 AM","48","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
71,21205710,27,"2023 Sep 22 12:00:00 PM","47","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
72,21205012,27,"2023 Oct 05 03:00:00 AM","89","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
73,21205710,27,"2023 Sep 21 09:00:00 PM","91","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
74,21205012,27,"2023 Oct 07 11:00:00 AM","46","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
75,21205012,27,"2023 Sep 29 06:00:00 PM","56","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
76,21205012,27,"2023 Sep 18 04:00:00 PM","56","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
77,21205710,27,"2023 Sep 22 12:00:00 AM","95","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
78,21205710,27,"2023 Sep 17 05:00:00 PM","61","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
79,21205710,27,"2023 Sep 13 09:00:00 AM","54","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
80,21205710,27,"2023 Oct 03 07:00:00 AM","100","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
81,21205012,27,"2023 Oct 04 11:00:00 AM","46","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
82,21205012,27,"2023 Sep 29 08:00:00 AM","83","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
83,21205012,27,"2023 Sep 20 02:00:00 AM","93","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
84,21205012,27,"2023 Oct 07 08:00:00 PM","91","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
85,21205710,27,"2023 Sep 16 05:00:00 AM","91","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
86,21205710,27,"2023 Sep 24 08:00:00 AM","67","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
87,21205012,27,"2023 Sep 25 09:00:00 PM","83","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
88,21205710,27,"2023 Sep 30 03:00:00 AM","97","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
89,21205012,27,"2023 Sep 28 04:00:00 PM","69","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
90,21205012,27,"2023 Sep 12 06:00:00 PM","58","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
91,21205710,27,"2023 Sep 24 02:00:00 PM","65","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
92,21205012,27,"2023 Sep 26 04:00:00 PM","71","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
93,21205710,27,"2023 Sep 15 06:00:00 AM","80","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
94,21205710,27,"2023 Sep 29 04:00:00 PM","49","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
95,21205710,27,"2023 Oct 01 12:00:00 AM","90","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
96,21205710,27,"2023 Sep 13 12:00:00 PM","48","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
97,21205012,27,"2023 Sep 21 12:00:00 PM","41","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
98,21205012,27,"2023 Sep 23 07:00:00 AM","97","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
99,21205012,27,"2023 Sep 25 07:00:00 PM","66","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
100,21205012,27,"2023 Sep 16 07:00:00 AM","76","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
101,21205012,27,"2023 Sep 12 08:00:00 AM","72","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
102,21205012,27,"2023 Oct 01 04:00:00 PM","51","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
103,21205012,27,"2023 Sep 21 06:00:00 PM","49","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
104,21205710,27,"2023 Sep 13 07:00:00 PM","71","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
105,21205710,27,"2023 Sep 22 11:00:00 AM","45","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
106,21205710,27,"2023 Sep 21 03:00:00 AM","92","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
107,21205710,27,"2023 Sep 20 12:00:00 AM","92","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
108,21205012,27,"2023 Sep 21 11:00:00 PM","96","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
109,21205012,27,"2023 Oct 04 04:00:00 PM","71","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
110,21205710,27,"2023 Sep 21 05:00:00 PM","45","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
111,21205012,27,"2023 Sep 14 04:00:00 AM","98","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
112,21205710,27,"2023 Sep 18 01:00:00 PM","56","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
113,21205012,27,"2023 Oct 08 05:00:00 PM","79","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
114,21205710,27,"2023 Oct 06 03:00:00 AM","97","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
115,21205012,27,"2023 Oct 04 10:00:00 AM","54","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
116,21205012,27,"2023 Sep 16 09:00:00 PM","67","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
117,21205012,27,"2023 Sep 13 09:00:00 AM","61","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
118,21205012,27,"2023 Sep 13 03:00:00 AM","98","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
119,21205012,27,"2023 Sep 29 03:00:00 AM","100","UNIVERSIDAD NACIONAL","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,63723","-74,08892","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
120,21205710,27,"2023 Oct 01 05:00:00 AM","88","JARDIN BOTANICO","BOGOTÁ","BOGOTA D.C","ALTO MAGDALENA","4,66933333","-74,10266667","HUMEDAD DEL SUELO A 1 m Ó MAS","%"
